0.00006468,0.00007861,0.00000000,0.00000000,-0.09244660,-0.26050112,0.92106646,-0.27427998,-0.23005405,-0.38647380,0.30133483,-0.84077978,0.00000000,0.00000000,0.00000000,0.00000000,
0.00004318,0.00004666,0.00000000,0.00000000,
0.00003392,0.00002115,0.00000000,0.00000000,
0.00002018,-0.00000694,0.00000000,0.00000000,
-0.00000129,-0.00001840,0.00000000,0.00000000,
-0.00001250,-0.00002704,0.00000000,0.00000000,
-0.00002223,-0.00002861,0.00000000,0.00000000,
-0.00003047,-0.00001891,0.00000000,0.00000000,
-0.00002472,0.00001245,0.00000000,0.00000000,
-0.00001508,0.00003077,0.00000000,0.00000000,
-0.00000923,0.00004054,0.00000000,0.00000000,
0.00002099,0.00004883,0.00000000,0.00000000,
0.00001868,0.00003221,0.00000000,0.00000000,
0.00000881,0.00001552,0.00000000,0.00000000,
0.00000570,0.00000107,0.00000000,0.00000000,
-0.00000794,-0.00000192,0.00000000,0.00000000,
-0.00000716,-0.00000421,0.00000000,0.00000000,
-0.00001663,-0.00003455,0.00000000,0.00000000,
-0.00002629,-0.00006640,0.00000000,0.00000000,
-0.00003712,-0.00006802,0.00000000,0.00000000,
-0.00003258,-0.00005177,0.00000000,0.00000000,-0.09287526,-0.26018339,0.92089224,-0.27502054,-0.23005405,-0.38647380,0.30133483,-0.84077978,0.00000000,0.00000000,0.00000000,0.00000000,
-0.00003935,-0.00004336,0.00000000,0.00000000,
-0.00004237,-0.00002187,0.00000000,0.00000000,
-0.00000999,0.00002540,0.00000000,0.00000000,
0.00003941,0.00007260,0.00000000,0.00000000,
0.00006723,0.00008932,0.00000000,0.00000000,
0.00006685,0.00006977,0.00000000,0.00000000,
0.00003243,0.00003398,0.00000000,0.00000000,
0.00000879,0.00000107,0.00000000,0.00000000,
0.00000238,-0.00002308,0.00000000,0.00000000,
-0.00000030,-0.00002966,0.00000000,0.00000000,
-0.00001682,-0.00002986,0.00000000,0.00000000,
-0.00003243,-0.00004758,0.00000000,0.00000000,
-0.00003292,-0.00003726,0.00000000,0.00000000,
-0.00004563,-0.00002148,0.00000000,0.00000000,
